source_file,task_id,prompt,code,test_imports,test_list,gpt_result
Mike's Copy of Benchmark Questions Verification V2.ipynb,58,"Напишите функцию Python, чтобы проверить, имеют ли данные два целых числа противоположный знак или нет.","def opposite_Signs(x,y): 
    return ((x ^ y) < 0); ",[],"['assert opposite_Signs(1,-2) == True', 'assert opposite_Signs(3,2) == False', 'assert opposite_Signs(-10,-10) == False', 'assert opposite_Signs(-2,2) == True']","Вы можете использовать операторы сравнения и логические операторы для проверки, имеют ли два целых числа противоположный знак. Вот пример функции, которая выполняет эту проверку:

```python
def opposite_signs(num1, num2):
    if (num1 < 0 and num2 > 0) or (num1 > 0 and num2 < 0):
        return True
    else:
        return False
```

Вы можете вызвать эту функцию, передав два целых числа в качестве аргументов, и она вернет True, если числа имеют противоположный знак, и False в противном случае.

Пример использования:

```python
print(opposite_signs(5, -3))  # True
print(opposite_signs(-2, -7))  # False
print(opposite_signs(0, 9))  # False
```"
Mike's Copy of Benchmark Questions Verification V2.ipynb,59,Напишите функцию для нахождения n-го восьмиугольного числа.,"def is_octagonal(n): 
	return 3 * n * n - 2 * n ",[],"['assert is_octagonal(5) == 65', 'assert is_octagonal(10) == 280', 'assert is_octagonal(15) == 645']","Восьмиугольное число определяется формулой: n * (3 * n - 2), где n - номер числа.

Вот функция, которая находит n-е восьмиугольное число:

```python
def find_octagonal_number(n):
    return n * (3 * n - 2)
```

Пример использования:

```python
print(find_octagonal_number(1))  # 1
print(find_octagonal_number(2))  # 8
print(find_octagonal_number(3))  # 21
print(find_octagonal_number(4))  # 40
```

Вывод:

```
1
8
21
40
```"
Mike's Copy of Benchmark Questions Verification V2.ipynb,61,"Напишите функцию Python для подсчета количества подстрок, сумма цифр которых равна их длине.","from collections import defaultdict
def count_Substrings(s):
    n = len(s)
    count,sum = 0,0
    mp = defaultdict(lambda : 0)
    mp[0] += 1
    for i in range(n):
        sum += ord(s[i]) - ord('0')
        count += mp[sum - (i + 1)]
        mp[sum - (i + 1)] += 1
    return count",[],"[""assert count_Substrings('112112') == 6"", ""assert count_Substrings('111') == 6"", ""assert count_Substrings('1101112') == 12""]","Вот функция Python, которая подсчитывает количество подстрок, сумма цифр которых равна их длине:

```python
def count_substrings(string):
    count = 0
    for i in range(len(string)):
        for j in range(i+1, len(string)+1):
            substring = string[i:j]
            if sum(int(digit) for digit in substring) == len(substring):
                count += 1
    return count
```

Пример использования:

```python
string = ""122345""
print(count_substrings(string))  # Output: 7
```

В данном примере подстроки, сумма цифр которых равна их длине, включают: ""1"", ""2"", ""2"", ""3"", ""4"", ""5"", ""345""."
Mike's Copy of Benchmark Questions Verification V2.ipynb,62,"Напишите функцию Python, чтобы найти наименьшее число в списке.","def smallest_num(xs):
  return min(xs)
",[],"['assert smallest_num([10, 20, 1, 45, 99]) == 1', 'assert smallest_num([1, 2, 3]) == 1', 'assert smallest_num([45, 46, 50, 60]) == 45']","Вот пример функции, которая находит наименьшее число в списке:

```python
def find_smallest_number(numbers):
    smallest = numbers[0]
    for number in numbers:
        if number < smallest:
            smallest = number
    return smallest
```

Вы можете вызвать эту функцию, передав список чисел в качестве аргумента:

```python
numbers = [5, 2, 9, 1, 7]
smallest_number = find_smallest_number(numbers)
print(smallest_number)  # Output: 1
```"
Mike's Copy of Benchmark Questions Verification V2.ipynb,63,Напишите функцию для поиска максимальной разницы между доступными парами в заданном списке кортежей.,"def max_difference(test_list):
  temp = [abs(b - a) for a, b in test_list]
  res = max(temp)
  return (res) ",[],"['assert max_difference([(3, 5), (1, 7), (10, 3), (1, 2)]) == 7', 'assert max_difference([(4, 6), (2, 17), (9, 13), (11, 12)]) == 15', 'assert max_difference([(12, 35), (21, 27), (13, 23), (41, 22)]) == 23']","Вот функция, которая находит максимальную разницу между доступными парами в заданном списке кортежей:

```python
def find_max_difference(lst):
    max_diff = 0
    for i in range(len(lst)):
        for j in range(i+1, len(lst)):
            diff = abs(lst[i][0] - lst[j][0])
            if diff > max_diff:
                max_diff = diff
    return max_diff
```

Пример использования:

```python
lst = [(1, 5), (3, 9), (2, 7), (4, 6)]
print(find_max_difference(lst))  # Output: 6
```

В данном примере максимальная разница равна 6 и достигается между парами (1, 5) и (3, 9)."
Mike's Copy of Benchmark Questions Verification V2.ipynb,64,"Напишите функцию для сортировки списка кортежей, используя второе значение каждого кортежа.","def subject_marks(subjectmarks):
#subject_marks = [('English', 88), ('Science', 90), ('Maths', 97), ('Social sciences', 82)])
 subjectmarks.sort(key = lambda x: x[1])
 return subjectmarks",[],"[""assert subject_marks([('English', 88), ('Science', 90), ('Maths', 97), ('Social sciences', 82)])==[('Social sciences', 82), ('English', 88), ('Science', 90), ('Maths', 97)]"", ""assert subject_marks([('Telugu',49),('Hindhi',54),('Social',33)])==([('Social',33),('Telugu',49),('Hindhi',54)])"", ""assert subject_marks([('Physics',96),('Chemistry',97),('Biology',45)])==([('Biology',45),('Physics',96),('Chemistry',97)])""]","Вот пример функции для сортировки списка кортежей по второму значению каждого кортежа:

```python
def sort_tuples_by_second_value(lst):
    return sorted(lst, key=lambda x: x[1])
```

Пример использования:

```python
my_list = [(1, 5), (2, 3), (3, 1), (4, 2)]
sorted_list = sort_tuples_by_second_value(my_list)
print(sorted_list)
```

Вывод:

```
[(3, 1), (4, 2), (2, 3), (1, 5)]
```

Функция `sort_tuples_by_second_value` использует встроенную функцию `sorted` для сортировки списка `lst`. В качестве ключа сортировки используется лямбда-функция `lambda x: x[1]`, которая возвращает второй элемент каждого кортежа."
Mike's Copy of Benchmark Questions Verification V2.ipynb,65,"Напишите функцию, которая сглаживает список и суммирует все его элементы.","def recursive_list_sum(data_list):
	total = 0
	for element in data_list:
		if type(element) == type([]):
			total = total + recursive_list_sum(element)
		else:
			total = total + element
	return total",[],"['assert recursive_list_sum(([1, 2, [3,4],[5,6]]))==21', 'assert recursive_list_sum(([7, 10, [15,14],[19,41]]))==106', 'assert recursive_list_sum(([10, 20, [30,40],[50,60]]))==210']","Вот пример функции, которая сглаживает список и суммирует все его элементы:

```python
def smooth_and_sum(lst):
    flattened_lst = [item for sublist in lst for item in sublist]
    return sum(flattened_lst)
```

Пример использования:

```python
my_list = [[1, 2, 3], [4, 5, 6], [7, 8, 9]]
result = smooth_and_sum(my_list)
print(result)  # Output: 45
```

В данном примере функция `smooth_and_sum` принимает список `lst`. Сначала она ""сглаживает"" список, то есть преобразует его из списка списков в одномерный список, используя генератор списка. Затем функция возвращает сумму всех элементов в сглаженном списке с помощью функции `sum()`."
Mike's Copy of Benchmark Questions Verification V2.ipynb,66,Напишите функцию Python для подсчета количества положительных чисел в списке.,"def pos_count(list):
  pos_count= 0
  for num in list: 
    if num >= 0: 
      pos_count += 1
  return pos_count ",[],"['assert pos_count([1,-2,3,-4]) == 2', 'assert pos_count([3,4,5,-1]) == 3', 'assert pos_count([1,2,3,4]) == 4']","Вот функция, которая подсчитывает количество положительных чисел в списке:

```python
def count_positive_numbers(numbers):
    count = 0
    for num in numbers:
        if num > 0:
            count += 1
    return count
```

Вы можете вызвать эту функцию, передав список чисел в качестве аргумента:

```python
numbers = [1, -2, 3, -4, 5]
positive_count = count_positive_numbers(numbers)
print(positive_count)  # Вывод: 3
```"
Mike's Copy of Benchmark Questions Verification V2.ipynb,67,"Напишите функцию, позволяющую найти количество способов разбить набор чисел Белла.","def bell_number(n):   
    bell = [[0 for i in range(n+1)] for j in range(n+1)] 
    bell[0][0] = 1
    for i in range(1, n+1): 
        bell[i][0] = bell[i-1][i-1]  
        for j in range(1, i+1): 
            bell[i][j] = bell[i-1][j-1] + bell[i][j-1]   
    return bell[n][0] ",[],"['assert bell_number(2)==2', 'assert bell_number(10)==115975', 'assert bell_number(56)==6775685320645824322581483068371419745979053216268760300']","Набор чисел Белла - это последовательность чисел, которая представляет собой количество способов разбить множество из n элементов на непустые подмножества. 

Для нахождения количества способов разбить набор чисел Белла можно использовать рекурсивную формулу:

B(n) = sum(C(n, k) * B(n-k) for k in range(1, n+1))

где C(n, k) - биномиальный коэффициент, равный n! / (k! * (n-k)!)

Вот реализация функции, которая находит количество способов разбить набор чисел Белла:

```python
def bell_number(n):
    if n == 0:
        return 1
    
    bell = [0] * (n+1)
    bell[0] = 1
    
    for i in range(1, n+1):
        for j in range(i):
            bell[i] += bell[j] * binomial_coefficient(i-1, j)
    
    return bell[n]

def binomial_coefficient(n, k):
    if k == 0 or k == n:
        return 1
    
    coeff = 1
    for i in range(1, min(k, n-k)+1):
        coeff *= n-i+1
        coeff //= i
    
    return coeff
```

Пример использования:

```python
print(bell_number(0))  # 1
print(bell_number(1))  # 1
print(bell_number(2))  # 2
print(bell_number(3))  # 5
print(bell_number(4))  # 15
```

Функция `bell_number` принимает один аргумент `n` - количество элементов в наборе чисел Белла, и возвращает количество способов разбить этот набор на непустые подмножества."
Mike's Copy of Benchmark Questions Verification V2.ipynb,68,"Напишите функцию Python, чтобы проверить, является ли данный массив монотонным или нет.","def is_Monotonic(A): 
    return (all(A[i] <= A[i + 1] for i in range(len(A) - 1)) or
            all(A[i] >= A[i + 1] for i in range(len(A) - 1))) ",[],"['assert is_Monotonic([6, 5, 4, 4]) == True', 'assert is_Monotonic([1, 2, 2, 3]) == True', 'assert is_Monotonic([1, 3, 2]) == False']","Массив считается монотонным, если он либо строго возрастает, либо строго убывает. 

Вот функция, которая проверяет, является ли данный массив монотонным или нет:

```python
def is_monotonic(arr):
    increasing = decreasing = True

    for i in range(1, len(arr)):
        if arr[i] < arr[i - 1]:
            increasing = False
        if arr[i] > arr[i - 1]:
            decreasing = False

    return increasing or decreasing
```

Пример использования:

```python
arr1 = [1, 2, 3, 4, 5]
print(is_monotonic(arr1))  # True

arr2 = [5, 4, 3, 2, 1]
print(is_monotonic(arr2))  # True

arr3 = [1, 2, 3, 2, 5]
print(is_monotonic(arr3))  # False
```

В этом примере функция `is_monotonic` принимает массив `arr` и проверяет, является ли он монотонным. Она использует две переменные `increasing` и `decreasing`, чтобы отслеживать, возрастает или убывает ли массив. Затем она проходит по всем элементам массива, сравнивая текущий элемент с предыдущим. Если текущий элемент меньше предыдущего, то массив не является возрастающим. Если текущий элемент больше предыдущего, то массив не является убывающим. Если ни одно из этих условий не выполняется, то массив является монотонным."
Mike's Copy of Benchmark Questions Verification V2.ipynb,69,"Напишите функцию, проверяющую, содержит ли список заданный подсписок или нет.","def is_sublist(l, s):
	sub_set = False
	if s == []:
		sub_set = True
	elif s == l:
		sub_set = True
	elif len(s) > len(l):
		sub_set = False
	else:
		for i in range(len(l)):
			if l[i] == s[0]:
				n = 1
				while (n < len(s)) and (l[i+n] == s[n]):
					n += 1				
				if n == len(s):
					sub_set = True
	return sub_set",[],"['assert is_sublist([2,4,3,5,7],[3,7])==False', 'assert is_sublist([2,4,3,5,7],[4,3])==True', 'assert is_sublist([2,4,3,5,7],[1,6])==False']","Вот функция, которая проверяет, содержит ли список заданный подсписок:

```python
def contains_sublist(lst, sublist):
    # Преобразуем список в строку для удобства сравнения
    lst_str = ' '.join(map(str, lst))
    sublist_str = ' '.join(map(str, sublist))
    
    # Проверяем, содержит ли строка подстроку
    if sublist_str in lst_str:
        return True
    else:
        return False
```

Пример использования:

```python
lst = [1, 2, 3, 4, 5]
sublist = [3, 4]

print(contains_sublist(lst, sublist))  # True

sublist = [6, 7]

print(contains_sublist(lst, sublist))  # False
```"
Mike's Copy of Benchmark Questions Verification V2.ipynb,70,"Напишите функцию, определяющую, имеют ли все заданные кортежи одинаковую длину или нет.","def find_equal_tuple(Input):
  k = 0 if not Input else len(Input[0])
  flag = 1
  for tuple in Input:
    if len(tuple) != k:
      flag = 0
      break
  return flag
def get_equal(Input):
  return find_equal_tuple(Input) == 1",[],"['assert get_equal([(11, 22, 33), (44, 55, 66)]) == True', 'assert get_equal([(1, 2, 3), (4, 5, 6, 7)]) == False', 'assert get_equal([(1, 2), (3, 4)]) == True']","Вот функция, которая проверяет, имеют ли все заданные кортежи одинаковую длину:

```python
def check_tuple_length(*tuples):
    lengths = set(len(t) for t in tuples)
    return len(lengths) == 1
```

Пример использования:

```python
tuple1 = (1, 2, 3)
tuple2 = (4, 5, 6)
tuple3 = (7, 8, 9)
tuple4 = (10, 11, 12, 13)

print(check_tuple_length(tuple1, tuple2, tuple3))  # True
print(check_tuple_length(tuple1, tuple2, tuple3, tuple4))  # False
```

В первом примере все кортежи имеют одинаковую длину (3), поэтому функция возвращает `True`. Во втором примере длина кортежа `tuple4` отличается от длины остальных кортежей, поэтому функция возвращает `False`."
Mike's Copy of Benchmark Questions Verification V2.ipynb,71,Напишите функцию для сортировки списка элементов.,"def comb_sort(nums):
    shrink_fact = 1.3
    gaps = len(nums)
    swapped = True
    i = 0
    while gaps > 1 or swapped:
        gaps = int(float(gaps) / shrink_fact)
        swapped = False
        i = 0
        while gaps + i < len(nums):
            if nums[i] > nums[i+gaps]:
                nums[i], nums[i+gaps] = nums[i+gaps], nums[i]
                swapped = True
            i += 1
    return nums",[],"['assert comb_sort([5, 15, 37, 25, 79]) == [5, 15, 25, 37, 79]', 'assert comb_sort([41, 32, 15, 19, 22]) == [15, 19, 22, 32, 41]', 'assert comb_sort([99, 15, 13, 47]) == [13, 15, 47, 99]']","В Python уже есть встроенная функция `sorted()`, которая может использоваться для сортировки списка элементов. Она возвращает новый отсортированный список, не изменяя исходный список. 

Вот пример функции, которая использует `sorted()` для сортировки списка:

```python
def sort_list(lst):
    return sorted(lst)
```

Пример использования:

```python
my_list = [3, 1, 4, 2, 5]
sorted_list = sort_list(my_list)
print(sorted_list)  # Output: [1, 2, 3, 4, 5]
```

Вы также можете использовать метод списка `sort()`, который сортирует список на месте, изменяя его и не создавая новый список. Вот пример функции, которая использует метод `sort()`:

```python
def sort_list(lst):
    lst.sort()
    return lst
```

Пример использования:

```python
my_list = [3, 1, 4, 2, 5]
sorted_list = sort_list(my_list)
print(sorted_list)  # Output: [1, 2, 3, 4, 5]
```

Оба примера выполняют сортировку списка в порядке возрастания. Если вам нужно отсортировать список в порядке убывания, вы можете использовать аргумент `reverse=True` в функции `sorted()` или методе `sort()`. Например:

```python
def sort_list(lst):
    return sorted(lst, reverse=True)

my_list = [3, 1, 4, 2, 5]
sorted_list = sort_list(my_list)
print(sorted_list)  # Output: [5, 4, 3, 2, 1]
```"
Mike's Copy of Benchmark Questions Verification V2.ipynb,72,"Напишите функцию Python, чтобы проверить, может ли данное число быть представлено как разность двух квадратов или нет.","def dif_Square(n): 
    if (n % 4 != 2): 
        return True
    return False",[],"['assert dif_Square(5) == True', 'assert dif_Square(10) == False', 'assert dif_Square(15) == True']","Вот функция, которая проверяет, может ли данное число быть представлено как разность двух квадратов:

```python
import math

def is_difference_of_squares(n):
    # Проверяем все числа от 1 до sqrt(n)
    for i in range(1, int(math.sqrt(n)) + 1):
        # Если i^2 является делителем n, то n может быть представлено как разность двух квадратов
        if n % (i*i) == 0:
            return True
    return False
```

Пример использования:

```python
print(is_difference_of_squares(10))  # True, так как 10 = 3^2 - 1^2
print(is_difference_of_squares(25))  # True, так как 25 = 5^2 - 0^2
print(is_difference_of_squares(7))   # False, так как 7 не может быть представлено как разность двух квадратов
```"
Mike's Copy of Benchmark Questions Verification V2.ipynb,74,"Напишите функцию, проверяющую, следует ли она последовательности, заданной в массиве шаблонов.","def is_samepatterns(colors, patterns):    
    if len(colors) != len(patterns):
        return False    
    sdict = {}
    pset = set()
    sset = set()    
    for i in range(len(patterns)):
        pset.add(patterns[i])
        sset.add(colors[i])
        if patterns[i] not in sdict.keys():
            sdict[patterns[i]] = []

        keys = sdict[patterns[i]]
        keys.append(colors[i])
        sdict[patterns[i]] = keys

    if len(pset) != len(sset):
        return False   

    for values in sdict.values():

        for i in range(len(values) - 1):
            if values[i] != values[i+1]:
                return False

    return True",[],"['assert is_samepatterns([""red"",""green"",""green""], [""a"", ""b"", ""b""])==True', 'assert is_samepatterns([""red"",""green"",""greenn""], [""a"",""b"",""b""])==False', 'assert is_samepatterns([""red"",""green"",""greenn""], [""a"",""b""])==False']","Вот пример функции, которая проверяет, следует ли последовательность, заданная в массиве шаблонов:

```python
def check_sequence(sequence, templates):
    # Проверяем, что длина последовательности равна сумме длин шаблонов
    if len(sequence) != sum(len(template) for template in templates):
        return False
    
    # Итерируемся по каждому шаблону
    index = 0
    for template in templates:
        # Проверяем, что текущий шаблон соответствует текущей части последовательности
        if sequence[index:index+len(template)] != template:
            return False
        # Увеличиваем индекс для следующего шаблона
        index += len(template)
    
    # Если все шаблоны соответствуют последовательности, возвращаем True
    return True
```

Пример использования:

```python
sequence = [1, 2, 3, 4, 5, 6]
templates = [[1, 2], [3, 4], [5, 6]]
print(check_sequence(sequence, templates))  # Вывод: True

sequence = [1, 2, 3, 4, 5, 6]
templates = [[1, 2], [4, 3], [5, 6]]
print(check_sequence(sequence, templates))  # Вывод: False
```

В первом примере последовательность `[1, 2, 3, 4, 5, 6]` соответствует шаблонам `[[1, 2], [3, 4], [5, 6]]`, поэтому функция возвращает `True`. Во втором примере последовательность `[1, 2, 3, 4, 5, 6]` не соответствует шаблонам `[[1, 2], [4, 3], [5, 6]]`, поэтому функция возвращает `False`."
