"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.original_language","Input.original_text","Input.translated_language","Input.translated_text","Answer.type.acceptable","Answer.type.not_acceptable","Answer.type.perfect","Approve","Reject"
"31ODACBEOB612J4ZKVPUUC1WP5QQS0","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:34:30 PST 2024","2","BatchId:5172602;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:34:30 PST 2024","","","3EFE17QCRUWRBA2PR872AI4LEIGSHT","A1Y8FC2FCI0RZ5","Approved","Wed Jan 03 13:35:13 PST 2024","Wed Jan 03 13:36:39 PST 2024","Sat Jan 06 13:36:39 PST 2024","Thu Jan 04 09:53:27 PST 2024","","","86","100% (23/23)","0% (0/0)","0% (0/0)","English","Write a function to round every number of a given list of numbers and print the total sum multiplied by the length of the list.","Chinese","编写一个函数，对给定数字列表中的每个数字进行四舍五入，并打印总和乘以列表长度。","false","false","true"
"31ODACBEOB612J4ZKVPUUC1WP5QQS0","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:34:30 PST 2024","2","BatchId:5172602;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:34:30 PST 2024","","","3I3WADAZ98V0XPQ1JPPK1GRUCKSO5H","A2IFHU3P1MF54K","Approved","Wed Jan 03 13:35:57 PST 2024","Wed Jan 03 13:42:12 PST 2024","Sat Jan 06 13:42:12 PST 2024","Thu Jan 04 09:53:27 PST 2024","","","375","100% (1/1)","0% (0/0)","0% (0/0)","English","Write a function to round every number of a given list of numbers and print the total sum multiplied by the length of the list.","Chinese","编写一个函数，对给定数字列表中的每个数字进行四舍五入，并打印总和乘以列表长度。","false","false","true"
"3Q2T3FD0P4Z6XNLS2NHC5V9FNOV3MZ","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:34:40 PST 2024","2","BatchId:5172602;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:34:40 PST 2024","","","33M4IA01QYSCWL2RHNPJNUNJG6GXR3","A2IIB58VKKUONR","Approved","Wed Jan 03 13:35:24 PST 2024","Wed Jan 03 13:36:09 PST 2024","Sat Jan 06 13:36:09 PST 2024","Thu Jan 04 09:54:13 PST 2024","","","45","100% (30/30)","0% (0/0)","0% (0/0)","English","Write a function that returns the perimeter of a square given its side length as input.","Chinese","编写一个函数，在给定输入边长的情况下返回正方形的周长。","true","false","false"
"3Q2T3FD0P4Z6XNLS2NHC5V9FNOV3MZ","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:34:40 PST 2024","2","BatchId:5172602;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:34:40 PST 2024","","","3Y5140Z9DF7UUDXH59LTFP0PRBUIP2","A17F57AXF8N79F","Approved","Wed Jan 03 14:36:07 PST 2024","Wed Jan 03 14:42:07 PST 2024","Sat Jan 06 14:42:07 PST 2024","Thu Jan 04 09:54:13 PST 2024","","","360","100% (27/27)","0% (0/0)","0% (0/0)","English","Write a function that returns the perimeter of a square given its side length as input.","Chinese","编写一个函数，在给定输入边长的情况下返回正方形的周长。","true","false","false"
"371DNNCG5LTWBFHIN1DKIQCIXIJ8TX","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:34:30 PST 2024","2","BatchId:5172602;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:34:30 PST 2024","","","34J10VATJXPFUPYW5M0IFUQZW7AQIV","A3LAGBMA1C5GG5","Approved","Wed Jan 03 12:58:54 PST 2024","Wed Jan 03 12:59:44 PST 2024","Sat Jan 06 12:59:44 PST 2024","Thu Jan 04 09:53:39 PST 2024","","","50","100% (17/17)","0% (0/0)","0% (0/0)","English","Write a python function to find the cube sum of first n even natural numbers.","Chinese","编写一个 python 函数来求前 n 个偶数自然数的立方和。","true","false","false"
"371DNNCG5LTWBFHIN1DKIQCIXIJ8TX","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:34:30 PST 2024","2","BatchId:5172602;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:34:30 PST 2024","","","3WYGZ5XF3E6ID03XXTAZNAKD6ZKSKX","A3TJPN83PY83JQ","Approved","Wed Jan 03 13:35:02 PST 2024","Wed Jan 03 13:45:57 PST 2024","Sat Jan 06 13:45:57 PST 2024","Thu Jan 04 09:53:39 PST 2024","","","655","100% (12/12)","0% (0/0)","0% (0/0)","English","Write a python function to find the cube sum of first n even natural numbers.","Chinese","编写一个 python 函数来求前 n 个偶数自然数的立方和。","false","false","true"
"307L9TDWKFJCF56SEOWCIAYFSE53NZ","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:34:40 PST 2024","2","BatchId:5172602;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:34:40 PST 2024","","","3E337GFOLRZGV1F9Z68YQOIECJ1GNC","ACJ4EO3RJIUDS","Approved","Wed Jan 03 13:35:57 PST 2024","Wed Jan 03 13:37:29 PST 2024","Sat Jan 06 13:37:29 PST 2024","Thu Jan 04 09:53:25 PST 2024","","","92","100% (25/25)","0% (0/0)","0% (0/0)","English","Write a function to remove characters from the first string which are present in the second string.","Chinese","编写一个函数，从第一个字符串中删除第二个字符串中存在的字符。","false","false","true"
"307L9TDWKFJCF56SEOWCIAYFSE53NZ","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:34:40 PST 2024","2","BatchId:5172602;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:34:40 PST 2024","","","32N49TQG3Y9STFBFFX2F4J1O0RLAV6","A3T09ILP3LDAKP","Approved","Wed Jan 03 13:57:43 PST 2024","Wed Jan 03 14:13:36 PST 2024","Sat Jan 06 14:13:36 PST 2024","Thu Jan 04 09:53:25 PST 2024","","","953","100% (16/16)","0% (0/0)","0% (0/0)","English","Write a function to remove characters from the first string which are present in the second string.","Chinese","编写一个函数，从第一个字符串中删除第二个字符串中存在的字符。","false","false","true"
"3FBEFUUYS1W4S5ZLOMP537QZ3Y86AO","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:34:30 PST 2024","2","BatchId:5172602;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:34:30 PST 2024","","","39LNWE0K4CN7MI5DMVKNPVNOZSGIUS","AZ6JHPSOSRTKL","Approved","Wed Jan 03 12:34:43 PST 2024","Wed Jan 03 12:35:37 PST 2024","Sat Jan 06 12:35:37 PST 2024","Thu Jan 04 09:53:55 PST 2024","","","54","100% (1/1)","0% (0/0)","0% (0/0)","English","Write a function to concatenate each element of tuple by the delimiter.","Chinese","编写一个函数，通过分隔符连接元组的每个元素。","false","false","true"
"3FBEFUUYS1W4S5ZLOMP537QZ3Y86AO","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:34:30 PST 2024","2","BatchId:5172602;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:34:30 PST 2024","","","3S06PH7KS9VA5AYTST9SNW2EWQD1DC","A19H7KOMN55AMU","Approved","Wed Jan 03 12:41:36 PST 2024","Wed Jan 03 12:42:13 PST 2024","Sat Jan 06 12:42:13 PST 2024","Thu Jan 04 09:53:55 PST 2024","","","37","100% (19/19)","0% (0/0)","0% (0/0)","English","Write a function to concatenate each element of tuple by the delimiter.","Chinese","编写一个函数，通过分隔符连接元组的每个元素。","false","false","true"
"3L2OEKSTXQ1SS1GCX70JQ74XCK18YM","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:34:41 PST 2024","2","BatchId:5172602;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:34:41 PST 2024","","","39N5ACM9HWE1JC4E1FFG2W1M8MC9PH","A1JHK9WGQZQI4E","Approved","Wed Jan 03 14:36:27 PST 2024","Wed Jan 03 14:36:55 PST 2024","Sat Jan 06 14:36:55 PST 2024","Thu Jan 04 09:54:01 PST 2024","","","28","100% (1/1)","0% (0/0)","0% (0/0)","English","Write a function to find whether a given array of integers contains any duplicate element.","Chinese","编写一个函数来查找给定的整数数组是否包含重复元素。","true","false","false"
"3L2OEKSTXQ1SS1GCX70JQ74XCK18YM","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:34:41 PST 2024","2","BatchId:5172602;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:34:41 PST 2024","","","39PAAFCOD4RX8BAOLXTWZORGOGBVTH","A17F57AXF8N79F","Approved","Wed Jan 03 14:36:17 PST 2024","Wed Jan 03 14:42:18 PST 2024","Sat Jan 06 14:42:18 PST 2024","Thu Jan 04 09:54:01 PST 2024","","","361","100% (27/27)","0% (0/0)","0% (0/0)","English","Write a function to find whether a given array of integers contains any duplicate element.","Chinese","编写一个函数来查找给定的整数数组是否包含重复元素。","true","false","false"
"3Y3N5A7N5X07DQIGR8A2VP5SWPPYMZ","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:34:30 PST 2024","2","BatchId:5172602;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:34:30 PST 2024","","","3IJXV6UZ1FAF6QDWI1PIKK04STCIRO","A1S0V8RGPFJHGE","Approved","Wed Jan 03 12:34:42 PST 2024","Wed Jan 03 12:53:40 PST 2024","Sat Jan 06 12:53:40 PST 2024","Thu Jan 04 09:54:29 PST 2024","","","1138","100% (1/1)","0% (0/0)","0% (0/0)","English","Write a python function to find the average of cubes of first n natural numbers.","Chinese","编写一个 python 函数来求前 n 个自然数的立方平均值。","true","false","false"
"3Y3N5A7N5X07DQIGR8A2VP5SWPPYMZ","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:34:30 PST 2024","2","BatchId:5172602;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:34:30 PST 2024","","","30ZX6P7VFQMUXHGHLTVHVD7WTGRJ2S","A11OEKPPEVCAQL","Approved","Wed Jan 03 13:36:08 PST 2024","Wed Jan 03 14:09:18 PST 2024","Sat Jan 06 14:09:18 PST 2024","Thu Jan 04 09:54:29 PST 2024","","","1990","100% (24/24)","0% (0/0)","0% (0/0)","English","Write a python function to find the average of cubes of first n natural numbers.","Chinese","编写一个 python 函数来求前 n 个自然数的立方平均值。","false","false","true"
"3OEWW2KGR02SFI818S21A8KW91YODW","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:34:41 PST 2024","2","BatchId:5172602;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:34:41 PST 2024","","","3V5Q80FXIFIJC3ESI83UF6Q7XJ132W","AQTP7NEWCUGIX","Approved","Wed Jan 03 12:37:03 PST 2024","Wed Jan 03 12:38:12 PST 2024","Sat Jan 06 12:38:12 PST 2024","Thu Jan 04 09:54:10 PST 2024","","","69","100% (13/13)","0% (0/0)","0% (0/0)","English","Write a function to check if the given number is woodball or not.","Chinese","编写一个函数来检查给定的数字是否是木球。","false","false","true"
"3OEWW2KGR02SFI818S21A8KW91YODW","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:34:41 PST 2024","2","BatchId:5172602;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:34:41 PST 2024","","","3DUZQ9U6S4FWTBX9WXO6PJVUMXRSVJ","AS55GKL261S17","Approved","Wed Jan 03 14:35:46 PST 2024","Wed Jan 03 15:09:54 PST 2024","Sat Jan 06 15:09:54 PST 2024","Thu Jan 04 09:54:10 PST 2024","","","2048","100% (13/13)","0% (0/0)","0% (0/0)","English","Write a function to check if the given number is woodball or not.","Chinese","编写一个函数来检查给定的数字是否是木球。","false","false","true"
"3WPCIUYH2RZ8SAD949O04IQJ89FTDN","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:34:30 PST 2024","2","BatchId:5172602;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:34:30 PST 2024","","","3AWETUDC9KJO8HZNSIJV6N231AVIZH","A1Y8FC2FCI0RZ5","Approved","Wed Jan 03 13:26:51 PST 2024","Wed Jan 03 13:36:09 PST 2024","Sat Jan 06 13:36:09 PST 2024","Thu Jan 04 09:54:26 PST 2024","","","558","100% (23/23)","0% (0/0)","0% (0/0)","English","Write a function to extract only the rear index element of each string in the given tuple.","Chinese","编写一个函数以仅提取给定元组中每个字符串的后索引元素。","false","true","false"
"3WPCIUYH2RZ8SAD949O04IQJ89FTDN","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:34:30 PST 2024","2","BatchId:5172602;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:34:30 PST 2024","","","386PBUZZXXO0Y32PVZDMA965ZGCLJD","A3SLKUTNYXNXTE","Approved","Wed Jan 03 13:35:14 PST 2024","Wed Jan 03 13:38:46 PST 2024","Sat Jan 06 13:38:46 PST 2024","Thu Jan 04 09:54:26 PST 2024","","","212","100% (12/12)","0% (0/0)","0% (0/0)","English","Write a function to extract only the rear index element of each string in the given tuple.","Chinese","编写一个函数以仅提取给定元组中每个字符串的后索引元素。","true","false","false"
"3VGET1QS0HQK3IGT81QPRANMQSUW7N","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:34:30 PST 2024","2","BatchId:5172602;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:34:30 PST 2024","","","37TD41K0AZ00U2R95GT1ZR751QBSCK","A4WQVX35SONQ9","Approved","Wed Jan 03 13:34:42 PST 2024","Wed Jan 03 13:35:03 PST 2024","Sat Jan 06 13:35:03 PST 2024","Thu Jan 04 09:54:24 PST 2024","","","21","100% (29/29)","0% (0/0)","0% (0/0)","English","Write a function to count the number of sublists containing a particular element.","Chinese","编写一个函数来计算包含特定元素的子列表的数量。","true","false","false"
"3VGET1QS0HQK3IGT81QPRANMQSUW7N","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:34:30 PST 2024","2","BatchId:5172602;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:34:30 PST 2024","","","3HQUKB7LNX52L1O9GEV364XJ58AHHA","A11OEKPPEVCAQL","Approved","Wed Jan 03 14:36:58 PST 2024","Wed Jan 03 15:15:20 PST 2024","Sat Jan 06 15:15:20 PST 2024","Thu Jan 04 09:54:24 PST 2024","","","2302","100% (24/24)","0% (0/0)","0% (0/0)","English","Write a function to count the number of sublists containing a particular element.","Chinese","编写一个函数来计算包含特定元素的子列表的数量。","false","false","true"
"3X52SWXE1EWQFZBPZIY07WF0R3LWCG","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:34:41 PST 2024","2","BatchId:5172602;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:34:41 PST 2024","","","3II4UPYCO1YYMEIAD8Z7OXAM428QDZ","AO70MAT1C1VB2","Approved","Wed Jan 03 13:35:56 PST 2024","Wed Jan 03 13:36:14 PST 2024","Sat Jan 06 13:36:14 PST 2024","Thu Jan 04 09:54:27 PST 2024","","","18","100% (26/26)","0% (0/0)","0% (0/0)","English","Write a python function to check if a given number is one less than twice its reverse.","Chinese","编写一个 python 函数来检查给定数字是否小于其倒数两倍。","true","false","false"
"3X52SWXE1EWQFZBPZIY07WF0R3LWCG","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:34:41 PST 2024","2","BatchId:5172602;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:34:41 PST 2024","","","3RWE2M8QWZ1JKX4OL4JV5WVY52D0NU","A2O473PZ6RABQ7","Approved","Wed Jan 03 13:36:08 PST 2024","Wed Jan 03 13:39:07 PST 2024","Sat Jan 06 13:39:07 PST 2024","Thu Jan 04 09:54:27 PST 2024","","","179","100% (6/6)","0% (0/0)","0% (0/0)","English","Write a python function to check if a given number is one less than twice its reverse.","Chinese","编写一个 python 函数来检查给定数字是否小于其倒数两倍。","false","false","true"
"306996CF7DBE4T3GOUDK3MJOD5D1BG","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:34:41 PST 2024","2","BatchId:5172602;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:34:41 PST 2024","","","3Q5ZZ9ZEV66XCX3LC80O4U1UXFJ85T","A1OXHSWPMDVW35","Approved","Wed Jan 03 12:45:34 PST 2024","Wed Jan 03 13:17:09 PST 2024","Sat Jan 06 13:17:09 PST 2024","Thu Jan 04 09:53:25 PST 2024","","","1895","100% (8/8)","0% (0/0)","0% (0/0)","English","Write a python function to find the largest number that can be formed with the given list of digits.","Chinese","编写一个 python 函数来查找给定的数字列表可以组成的最大数字。","true","false","false"
