"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.original_language","Input.original_text","Input.translated_language","Input.translated_text","Answer.type.acceptable","Answer.type.not_acceptable","Answer.type.perfect","Approve","Reject"
"3ULIZ0H1WRWCFDM7NKM700JW39R51J","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:34 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:34 PST 2024","","","39L1G8WVW8ICNIWWZ43GANG25DN31F","A1LSDUQDCOWQ9T","Approved","Wed Jan 03 12:37:03 PST 2024","Wed Jan 03 12:41:23 PST 2024","Sat Jan 06 12:41:23 PST 2024","Thu Jan 04 09:50:07 PST 2024","","","260","100% (20/20)","0% (0/0)","0% (0/0)","English","Write a python function to find the cube sum of first n even natural numbers.","Spanish","Escribe una función de Python para encontrar la suma cúbica de los primeros n números naturales pares.","false","true","false"
"3ULIZ0H1WRWCFDM7NKM700JW39R51J","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:34 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:34 PST 2024","","","3JPSL1DZ5AQFLA26D6GOU27BEOJNA2","A1BQLX0A4W8A8","Approved","Wed Jan 03 12:37:51 PST 2024","Wed Jan 03 13:02:00 PST 2024","Sat Jan 06 13:02:00 PST 2024","Thu Jan 04 09:50:07 PST 2024","","","1449","100% (2/2)","0% (0/0)","0% (0/0)","English","Write a python function to find the cube sum of first n even natural numbers.","Spanish","Escribe una función de Python para encontrar la suma cúbica de los primeros n números naturales pares.","false","false","true"
"3SZYX62S6XRQQZ19C03G1AA96VR57G","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:44 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:44 PST 2024","","","37QW5D2ZRYDYIZ1WO4DWX5BMBZS8SW","ASZ6HVUD6348F","Approved","Wed Jan 03 12:37:26 PST 2024","Wed Jan 03 12:49:19 PST 2024","Sat Jan 06 12:49:19 PST 2024","Thu Jan 04 09:50:00 PST 2024","","","713","100% (4/4)","0% (0/0)","0% (0/0)","English","Write a function to that returns true if the input string contains sequences of lowercase letters joined with an underscore and false otherwise.","Spanish","Escriba una función que devuelva verdadero si la cadena de entrada contiene secuencias de letras minúsculas unidas con un guión bajo y falso en caso contrario.","true","false","false"
"3SZYX62S6XRQQZ19C03G1AA96VR57G","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:44 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:44 PST 2024","","","37UQDCYH6FMAADDH8UQVUSZYZJFV70","A3R9DL7ARBZN6J","Approved","Wed Jan 03 12:37:09 PST 2024","Wed Jan 03 12:51:27 PST 2024","Sat Jan 06 12:51:27 PST 2024","Thu Jan 04 09:50:00 PST 2024","","","858","100% (7/7)","0% (0/0)","0% (0/0)","English","Write a function to that returns true if the input string contains sequences of lowercase letters joined with an underscore and false otherwise.","Spanish","Escriba una función que devuelva verdadero si la cadena de entrada contiene secuencias de letras minúsculas unidas con un guión bajo y falso en caso contrario.","true","false","false"
"3G57RS03IYWJ4Y436OML5JT1VF5520","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:35 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:35 PST 2024","","","31IBVUNM9AQNP6SNQDO7IKCFX7YFVO","A3J9P9FY0HZLL9","Approved","Wed Jan 03 12:37:45 PST 2024","Wed Jan 03 12:44:13 PST 2024","Sat Jan 06 12:44:13 PST 2024","Thu Jan 04 09:49:36 PST 2024","","","388","100% (11/11)","0% (0/0)","0% (0/0)","English","Write a function to concatenate each element of tuple by the delimiter.","Spanish","Escribe una función para concatenar cada elemento de tupla por el delimitador.","false","false","true"
"3G57RS03IYWJ4Y436OML5JT1VF5520","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:35 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:35 PST 2024","","","3LEIZ60CD1QVXG6KOODITU30IKA9ZR","ABAS2TDHHO814","Approved","Wed Jan 03 12:37:42 PST 2024","Wed Jan 03 12:49:40 PST 2024","Sat Jan 06 12:49:40 PST 2024","Thu Jan 04 09:49:36 PST 2024","","","718","100% (7/7)","0% (0/0)","0% (0/0)","English","Write a function to concatenate each element of tuple by the delimiter.","Spanish","Escribe una función para concatenar cada elemento de tupla por el delimitador.","true","false","false"
"3OWZNK3RZ2G0PDUI7PUTDVLHUWY2UF","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:44 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:44 PST 2024","","","3LWJHTCVCUDVKYW64EUXCXD7GFJFQU","A2APHW87IQNJV7","Approved","Wed Jan 03 12:37:39 PST 2024","Wed Jan 03 12:38:59 PST 2024","Sat Jan 06 12:38:59 PST 2024","Thu Jan 04 09:49:56 PST 2024","","","80","100% (2/2)","0% (0/0)","0% (0/0)","English","Write a function that returns the perimeter of a square given its side length as input.","Spanish","Escribe una función que devuelva el perímetro de un cuadrado dada la longitud de su lado como entrada.","true","false","false"
"3OWZNK3RZ2G0PDUI7PUTDVLHUWY2UF","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:44 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:44 PST 2024","","","31N2WW6R99H3DXQ463I1ZPKW6N6F3S","ANLXKHVWIYJJ","Approved","Wed Jan 03 12:38:13 PST 2024","Wed Jan 03 12:45:33 PST 2024","Sat Jan 06 12:45:33 PST 2024","Thu Jan 04 09:49:56 PST 2024","","","440","100% (10/10)","0% (0/0)","0% (0/0)","English","Write a function that returns the perimeter of a square given its side length as input.","Spanish","Escribe una función que devuelva el perímetro de un cuadrado dada la longitud de su lado como entrada.","true","false","false"
"3TC2K6WKAXT2RGN54MTOH33SX56825","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:44 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:44 PST 2024","","","3X31TUMD7FDT3MML5A7G69AJ5ZE1LR","A2W3BO136I6BS5","Approved","Wed Jan 03 12:37:04 PST 2024","Wed Jan 03 12:49:06 PST 2024","Sat Jan 06 12:49:06 PST 2024","Thu Jan 04 09:50:00 PST 2024","","","722","100% (17/17)","0% (0/0)","0% (0/0)","English","Write a function to remove characters from the first string which are present in the second string.","Spanish","Escriba una función para eliminar caracteres de la primera cadena que están presentes en la segunda cadena.","false","false","true"
"3TC2K6WKAXT2RGN54MTOH33SX56825","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:44 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:44 PST 2024","","","3LEIZ60CD1QVXG6KOODITU30IK9Z9G","A3D1ERF69OZPBA","Approved","Wed Jan 03 12:36:48 PST 2024","Wed Jan 03 12:57:31 PST 2024","Sat Jan 06 12:57:31 PST 2024","Thu Jan 04 09:50:00 PST 2024","","","1243","100% (13/13)","0% (0/0)","0% (0/0)","English","Write a function to remove characters from the first string which are present in the second string.","Spanish","Escriba una función para eliminar caracteres de la primera cadena que están presentes en la segunda cadena.","true","false","false"
"3A9LA2FRX95WL7RVVF8NK6QNDXWXHJ","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:35 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:35 PST 2024","","","3QY7M81QHPDWU2J59QCOSJOHJL8K73","A103BJIOJSDJL1","Approved","Wed Jan 03 12:36:59 PST 2024","Wed Jan 03 12:37:28 PST 2024","Sat Jan 06 12:37:28 PST 2024","Thu Jan 04 09:49:24 PST 2024","","","29","100% (12/12)","0% (0/0)","0% (0/0)","English","Write a python function to find the average of cubes of first n natural numbers.","Spanish","Escribe una función de Python para encontrar el promedio de los cubos de los primeros n números naturales.","true","false","false"
"3A9LA2FRX95WL7RVVF8NK6QNDXWXHJ","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:35 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:35 PST 2024","","","3IOEN3P9SPABK1JEI61EHQSMF4P16J","AE31UX9T4VXT7","Approved","Wed Jan 03 12:36:58 PST 2024","Wed Jan 03 13:00:38 PST 2024","Sat Jan 06 13:00:38 PST 2024","Thu Jan 04 09:49:24 PST 2024","","","1420","100% (15/15)","0% (0/0)","0% (0/0)","English","Write a python function to find the average of cubes of first n natural numbers.","Spanish","Escribe una función de Python para encontrar el promedio de los cubos de los primeros n números naturales.","false","false","true"
"359AP8GAHXBBPKAORAQOFGGJYCDC7V","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:44 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:44 PST 2024","","","3WOKGM4L7J712I40MJJ8KLV3VCD0O4","A6Q0CZF3HFCI6","Approved","Wed Jan 03 12:36:50 PST 2024","Wed Jan 03 12:40:09 PST 2024","Sat Jan 06 12:40:09 PST 2024","Thu Jan 04 09:49:12 PST 2024","","","199","100% (19/19)","0% (0/0)","0% (0/0)","English","Write a function to find whether a given array of integers contains any duplicate element.","Spanish","Escriba una función para encontrar si una matriz determinada de números enteros contiene algún elemento duplicado.","false","false","true"
"359AP8GAHXBBPKAORAQOFGGJYCDC7V","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:44 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:44 PST 2024","","","32SVAV9L3X08H69WVNW9LO9597TA3A","A2ZU9KJ93NORY2","Approved","Wed Jan 03 12:37:43 PST 2024","Wed Jan 03 12:58:39 PST 2024","Sat Jan 06 12:58:39 PST 2024","Thu Jan 04 09:49:12 PST 2024","","","1256","100% (16/16)","0% (0/0)","0% (0/0)","English","Write a function to find whether a given array of integers contains any duplicate element.","Spanish","Escriba una función para encontrar si una matriz determinada de números enteros contiene algún elemento duplicado.","true","false","false"
"3CRWSLD921VVJCEELL14TY7QIFRMOD","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:44 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:44 PST 2024","","","31LM9EDVO3JQM35A7CT1N1AU4BDNJI","A35PV042LH3FVM","Approved","Wed Jan 03 12:38:16 PST 2024","Wed Jan 03 12:38:38 PST 2024","Sat Jan 06 12:38:38 PST 2024","Thu Jan 04 09:49:26 PST 2024","","","22","100% (4/4)","0% (0/0)","0% (0/0)","English","Write a function to check if the given number is woodball or not.","Spanish","Escribe una función para comprobar si el número dado es bola de madera o no.","true","false","false"
"3CRWSLD921VVJCEELL14TY7QIFRMOD","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:44 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:44 PST 2024","","","3YHH42UU5T6TWX139R3GS4R9077L07","A24AR97B8LD8Z7","Approved","Wed Jan 03 12:38:18 PST 2024","Wed Jan 03 12:41:52 PST 2024","Sat Jan 06 12:41:52 PST 2024","Thu Jan 04 09:49:26 PST 2024","","","214","100% (17/17)","0% (0/0)","0% (0/0)","English","Write a function to check if the given number is woodball or not.","Spanish","Escribe una función para comprobar si el número dado es bola de madera o no.","false","false","true"
"3BO3NEOQNH8KLPUMQNYU0AG4CP3AIM","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:35 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:35 PST 2024","","","35GMH2SV3W80T8JUUQIN5AX7PDNEO4","A1NI0EGD62HYJ9","Approved","Wed Jan 03 12:38:08 PST 2024","Wed Jan 03 12:42:04 PST 2024","Sat Jan 06 12:42:04 PST 2024","Thu Jan 04 09:49:26 PST 2024","","","236","100% (13/13)","0% (0/0)","0% (0/0)","English","Write a function to extract only the rear index element of each string in the given tuple.","Spanish","Escriba una función para extraer solo el elemento de índice posterior de cada cadena en la tupla dada.","true","false","false"
"3BO3NEOQNH8KLPUMQNYU0AG4CP3AIM","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:35 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:35 PST 2024","","","326O153BM0P9PBS54H47UGL8LZGDE6","A2C3WYQ0J2X3NV","Approved","Wed Jan 03 12:38:15 PST 2024","Wed Jan 03 12:53:48 PST 2024","Sat Jan 06 12:53:48 PST 2024","Thu Jan 04 09:49:26 PST 2024","","","933","100% (11/11)","0% (0/0)","0% (0/0)","English","Write a function to extract only the rear index element of each string in the given tuple.","Spanish","Escriba una función para extraer solo el elemento de índice posterior de cada cadena en la tupla dada.","true","false","false"
"37VHPF5VZTUFPYF71FIUTGCE9WJC8I","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:45 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:45 PST 2024","","","3OLF68YTNRS3XIPPFIXBMXY2CXYAFJ","AUVEKZELOPCNA","Approved","Wed Jan 03 12:37:48 PST 2024","Wed Jan 03 12:39:27 PST 2024","Sat Jan 06 12:39:27 PST 2024","Thu Jan 04 09:49:21 PST 2024","","","99","100% (26/26)","0% (0/0)","0% (0/0)","English","Write a python function to check if a given number is one less than twice its reverse.","Spanish","Escribe una función de Python para comprobar si un número dado es uno menos que el doble de su reverso.","false","false","true"
"37VHPF5VZTUFPYF71FIUTGCE9WJC8I","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:45 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:45 PST 2024","","","38BQUHLA9ERY5WB7BO66II2GYFDMO0","A2EWQGZOPQ309","Approved","Wed Jan 03 12:37:10 PST 2024","Wed Jan 03 12:51:40 PST 2024","Sat Jan 06 12:51:40 PST 2024","Thu Jan 04 09:49:21 PST 2024","","","870","100% (6/6)","0% (0/0)","0% (0/0)","English","Write a python function to check if a given number is one less than twice its reverse.","Spanish","Escribe una función de Python para comprobar si un número dado es uno menos que el doble de su reverso.","true","false","false"
"3B286OTITV8GG0ES85JUCBV4P4SAJY","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:35 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:35 PST 2024","","","3NJM2BJS4EX3HABHDZP74M2UE65PC2","A10JL45B1NHS96","Approved","Wed Jan 03 12:36:45 PST 2024","Wed Jan 03 12:39:21 PST 2024","Sat Jan 06 12:39:21 PST 2024","Thu Jan 04 09:49:25 PST 2024","","","156","100% (1/1)","0% (0/0)","0% (0/0)","English","Write a function to count the number of sublists containing a particular element.","Spanish","Escriba una función para contar el número de sublistas que contienen un elemento en particular.","false","false","true"
"3B286OTITV8GG0ES85JUCBV4P4SAJY","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:36:35 PST 2024","2","BatchId:5172606;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:36:35 PST 2024","","","36W0OB37HE5OCMO3M01A6B1O1XHZH6","A2GKYR5YZ6L6WX","Approved","Wed Jan 03 12:36:51 PST 2024","Wed Jan 03 12:48:10 PST 2024","Sat Jan 06 12:48:10 PST 2024","Thu Jan 04 09:49:25 PST 2024","","","679","100% (7/7)","0% (0/0)","0% (0/0)","English","Write a function to count the number of sublists containing a particular element.","Spanish","Escriba una función para contar el número de sublistas que contienen un elemento en particular.","true","false","false"
