"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.original_language","Input.original_text","Input.translated_language","Input.translated_text","Answer.type.acceptable","Answer.type.not_acceptable","Answer.type.perfect","Approve","Reject"
"39I4RL8QH085N53LB46INVTPK2S4HC","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:35:49 PST 2024","2","BatchId:5172605;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:35:49 PST 2024","","","33OOO72IVZC1924OUGYR9W3R39QCTU","A1E44L7S43PH90","Approved","Wed Jan 03 12:36:12 PST 2024","Wed Jan 03 13:23:38 PST 2024","Sat Jan 06 13:23:38 PST 2024","Thu Jan 04 09:51:44 PST 2024","","","2846","100% (8/8)","0% (0/0)","0% (0/0)","English","Write a function to that returns true if the input string contains sequences of lowercase letters joined with an underscore and false otherwise.","Japanese","入力文字列にアンダースコアで結合された一連の小文字が含まれる場合は true を返し、それ以外の場合は false を返す関数を作成します。","true","false","false"
"39I4RL8QH085N53LB46INVTPK2S4HC","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:35:49 PST 2024","2","BatchId:5172605;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:35:49 PST 2024","","","3X73LLYYQJ5UVXAKJCQGBOUFRJ9HN7","A11RK8L368UEWG","Approved","Wed Jan 03 12:44:16 PST 2024","Wed Jan 03 13:42:33 PST 2024","Sat Jan 06 13:42:33 PST 2024","Thu Jan 04 09:51:44 PST 2024","","","3497","100% (13/13)","0% (0/0)","0% (0/0)","English","Write a function to that returns true if the input string contains sequences of lowercase letters joined with an underscore and false otherwise.","Japanese","入力文字列にアンダースコアで結合された一連の小文字が含まれる場合は true を返し、それ以外の場合は false を返す関数を作成します。","false","false","true"
"3NRZ1LDP8DXD3JPYFA4DQ08P7O4ZPN","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:35:49 PST 2024","2","BatchId:5172605;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:35:49 PST 2024","","","3HMVI3QIC1JD3LTKOPW60HCFEEHY1F","A1D848D390UM4F","Approved","Wed Jan 03 12:36:31 PST 2024","Wed Jan 03 12:40:31 PST 2024","Sat Jan 06 12:40:31 PST 2024","Thu Jan 04 09:52:11 PST 2024","","","240","100% (20/20)","0% (0/0)","0% (0/0)","English","Write a function that returns the perimeter of a square given its side length as input.","Japanese","入力として辺の長さを指定すると、正方形の周囲長を返す関数を作成します。","false","false","true"
"3NRZ1LDP8DXD3JPYFA4DQ08P7O4ZPN","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:35:49 PST 2024","2","BatchId:5172605;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:35:49 PST 2024","","","3G5F9DBFO7O732JTL3C7L5OSDMBHVO","ACU8RTAZQU1GP","Approved","Wed Jan 03 12:36:17 PST 2024","Wed Jan 03 13:33:38 PST 2024","Sat Jan 06 13:33:38 PST 2024","Thu Jan 04 09:52:11 PST 2024","","","3441","100% (11/11)","0% (0/0)","0% (0/0)","English","Write a function that returns the perimeter of a square given its side length as input.","Japanese","入力として辺の長さを指定すると、正方形の周囲長を返す関数を作成します。","true","false","false"
"307FVKVSZ868UGX9YVK6WI4V6ZW74D","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:35:41 PST 2024","2","BatchId:5172605;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:35:41 PST 2024","","","32M8BPYGABDOH04I2QV6LGMXQK2GIR","A2A57FQ1EH7BL2","Approved","Wed Jan 03 12:35:49 PST 2024","Wed Jan 03 12:40:23 PST 2024","Sat Jan 06 12:40:23 PST 2024","Thu Jan 04 09:51:25 PST 2024","","","274","100% (15/15)","0% (0/0)","0% (0/0)","English","Write a python function to find the cube sum of first n even natural numbers.","Japanese","最初の n 個の偶数自然数の 3 乗和を求める Python 関数を作成します。","false","false","true"
"307FVKVSZ868UGX9YVK6WI4V6ZW74D","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:35:41 PST 2024","2","BatchId:5172605;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:35:41 PST 2024","","","3JZQSN0I3814792S1IPLIJ95ASAGF0","A3ASBXXAZW4HGX","Approved","Wed Jan 03 12:35:48 PST 2024","Wed Jan 03 12:42:45 PST 2024","Sat Jan 06 12:42:45 PST 2024","Thu Jan 04 09:51:25 PST 2024","","","417","100% (2/2)","0% (0/0)","0% (0/0)","English","Write a python function to find the cube sum of first n even natural numbers.","Japanese","最初の n 個の偶数自然数の 3 乗和を求める Python 関数を作成します。","true","false","false"
"3TX9T2ZCCQS3NSMZRWI8IUGL0L7WZF","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:35:49 PST 2024","2","BatchId:5172605;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:35:49 PST 2024","","","36H9ULYP6KLEYBST9OAOFW1L2KRFJ3","A3UYKMWMTZXJ6P","Approved","Wed Jan 03 12:37:19 PST 2024","Wed Jan 03 12:40:24 PST 2024","Sat Jan 06 12:40:24 PST 2024","Thu Jan 04 09:52:26 PST 2024","","","185","100% (2/2)","0% (0/0)","0% (0/0)","English","Write a function to remove characters from the first string which are present in the second string.","Japanese","2 番目の文字列に存在する文字を最初の文字列から削除する関数を作成します。","true","false","false"
"3TX9T2ZCCQS3NSMZRWI8IUGL0L7WZF","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:35:49 PST 2024","2","BatchId:5172605;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:35:49 PST 2024","","","3NS0A6KXCMZACQTS2UJSLBPNMX4ZG7","A1NI0EGD62HYJ9","Approved","Wed Jan 03 12:36:51 PST 2024","Wed Jan 03 12:41:14 PST 2024","Sat Jan 06 12:41:14 PST 2024","Thu Jan 04 09:52:27 PST 2024","","","263","100% (13/13)","0% (0/0)","0% (0/0)","English","Write a function to remove characters from the first string which are present in the second string.","Japanese","2 番目の文字列に存在する文字を最初の文字列から削除する関数を作成します。","true","false","false"
"32FESTC2OYHDNVMK4IJZP8U36NAUCF","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:35:41 PST 2024","2","BatchId:5172605;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:35:41 PST 2024","","","3CPLWGV3M6Q1GRS1L02OY7WR8619N9","AUVEKZELOPCNA","Approved","Wed Jan 03 12:35:45 PST 2024","Wed Jan 03 12:36:29 PST 2024","Sat Jan 06 12:36:29 PST 2024","Thu Jan 04 09:51:27 PST 2024","","","44","100% (26/26)","0% (0/0)","0% (0/0)","English","Write a function to concatenate each element of tuple by the delimiter.","Japanese","タプルの各要素を区切り文字で連結する関数を書きます。","false","false","true"
"32FESTC2OYHDNVMK4IJZP8U36NAUCF","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:35:41 PST 2024","2","BatchId:5172605;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:35:41 PST 2024","","","3TVSS0C0EJRAN0ATB7YSLQAUVP7WTM","A38UUB83BIPIUR","Approved","Wed Jan 03 12:35:48 PST 2024","Wed Jan 03 12:36:46 PST 2024","Sat Jan 06 12:36:46 PST 2024","Thu Jan 04 09:51:27 PST 2024","","","58","100% (26/26)","0% (0/0)","0% (0/0)","English","Write a function to concatenate each element of tuple by the delimiter.","Japanese","タプルの各要素を区切り文字で連結する関数を書きます。","false","false","true"
"3SMIWMMK7IWM1TSPL9J01216Y3SWUQ","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:35:41 PST 2024","2","BatchId:5172605;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:35:41 PST 2024","","","326O153BM0P9PBS54H47UGL8LZFED6","ABP9E6DCUOE5J","Approved","Wed Jan 03 12:35:45 PST 2024","Wed Jan 03 12:37:07 PST 2024","Sat Jan 06 12:37:07 PST 2024","Thu Jan 04 09:52:19 PST 2024","","","82","100% (20/20)","0% (0/0)","0% (0/0)","English","Write a python function to find the average of cubes of first n natural numbers.","Japanese","最初の n 個の自然数の 3 乗の平均を求める Python 関数を作成します。","true","false","false"
"3SMIWMMK7IWM1TSPL9J01216Y3SWUQ","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:35:41 PST 2024","2","BatchId:5172605;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:35:41 PST 2024","","","35K3O9HUAT46NV61VNZXIGOTXCVEFH","A2WB0HKE3RFYIS","Approved","Wed Jan 03 12:35:46 PST 2024","Wed Jan 03 12:49:01 PST 2024","Sat Jan 06 12:49:01 PST 2024","Thu Jan 04 09:52:19 PST 2024","","","795","100% (14/14)","0% (0/0)","0% (0/0)","English","Write a python function to find the average of cubes of first n natural numbers.","Japanese","最初の n 個の自然数の 3 乗の平均を求める Python 関数を作成します。","true","false","false"
"3SA4EMRVKCTG1YJ8BGRLK153PHLP0L","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:35:49 PST 2024","2","BatchId:5172605;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:35:49 PST 2024","","","3HOSI13XHHF4X5E58MTNOY3NLNEDDC","A36L0Y4GIPC4RT","Approved","Wed Jan 03 12:39:30 PST 2024","Wed Jan 03 13:33:20 PST 2024","Sat Jan 06 13:33:20 PST 2024","Thu Jan 04 09:52:19 PST 2024","","","3230","100% (13/13)","0% (0/0)","0% (0/0)","English","Write a function to find whether a given array of integers contains any duplicate element.","Japanese","指定された整数の配列に重複する要素が含まれているかどうかを確認する関数を作成します。","false","false","true"
"3SA4EMRVKCTG1YJ8BGRLK153PHLP0L","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:35:49 PST 2024","2","BatchId:5172605;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:35:49 PST 2024","","","3EICBYG64MN7VZ8JIMKN7QGI57ZJCW","ACU8RTAZQU1GP","Approved","Wed Jan 03 12:36:02 PST 2024","Wed Jan 03 13:33:24 PST 2024","Sat Jan 06 13:33:24 PST 2024","Thu Jan 04 09:52:19 PST 2024","","","3442","100% (11/11)","0% (0/0)","0% (0/0)","English","Write a function to find whether a given array of integers contains any duplicate element.","Japanese","指定された整数の配列に重複する要素が含まれているかどうかを確認する関数を作成します。","false","false","true"
"3IZPORCT2W0COB5JMG2VVO4ZCGBRHH","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:35:41 PST 2024","2","BatchId:5172605;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:35:41 PST 2024","","","324G5B4FBLZUHCC15X269Z985N307E","A11RUY176TQOVX","Approved","Wed Jan 03 12:36:42 PST 2024","Wed Jan 03 12:37:32 PST 2024","Sat Jan 06 12:37:32 PST 2024","Thu Jan 04 09:52:01 PST 2024","","","50","100% (4/4)","0% (0/0)","0% (0/0)","English","Write a function to extract only the rear index element of each string in the given tuple.","Japanese","指定されたタプル内の各文字列の後部インデックス要素のみを抽出する関数を作成します。","false","false","true"
"3IZPORCT2W0COB5JMG2VVO4ZCGBRHH","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:35:41 PST 2024","2","BatchId:5172605;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:35:41 PST 2024","","","3BV8HQ2ZZES7EPWEEPU7SRLPJYWA6H","A1P7RQSN2LXP9P","Approved","Wed Jan 03 12:41:30 PST 2024","Wed Jan 03 12:43:36 PST 2024","Sat Jan 06 12:43:36 PST 2024","Thu Jan 04 09:52:01 PST 2024","","","126","100% (12/12)","0% (0/0)","0% (0/0)","English","Write a function to extract only the rear index element of each string in the given tuple.","Japanese","指定されたタプル内の各文字列の後部インデックス要素のみを抽出する関数を作成します。","true","false","false"
"3VEI3XUC08O41S375TA04X6QY7LRPM","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:35:49 PST 2024","2","BatchId:5172605;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:35:49 PST 2024","","","3A4TN519629B4TDTUMH2VD03SFVCHK","A1L3U3RWM8F6N8","Approved","Wed Jan 03 12:35:51 PST 2024","Wed Jan 03 12:36:30 PST 2024","Sat Jan 06 12:36:30 PST 2024","Thu Jan 04 09:52:29 PST 2024","","","39","100% (6/6)","0% (0/0)","0% (0/0)","English","Write a function to check if the given number is woodball or not.","Japanese","指定された数字がウッドボールかどうかを確認する関数を作成します。","false","true","false"
"3VEI3XUC08O41S375TA04X6QY7LRPM","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:35:49 PST 2024","2","BatchId:5172605;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:35:49 PST 2024","","","3VFJCI1K4HQ1AZ71SDPFZ8NODGLGRV","A3M2PU4QXCLTWW","Approved","Wed Jan 03 12:35:51 PST 2024","Wed Jan 03 12:40:00 PST 2024","Sat Jan 06 12:40:00 PST 2024","Thu Jan 04 09:52:29 PST 2024","","","249","100% (13/13)","0% (0/0)","0% (0/0)","English","Write a function to check if the given number is woodball or not.","Japanese","指定された数字がウッドボールかどうかを確認する関数を作成します。","false","false","true"
"3ECKRY5B27NLMX2U2FETH37DLA9ZIB","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:35:41 PST 2024","2","BatchId:5172605;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:35:41 PST 2024","","","3ERMJ6L4DGJRKQJ8U2P47WGL8Q37MV","A3GMI2TQ1ZA9LJ","Approved","Wed Jan 03 12:35:47 PST 2024","Wed Jan 03 12:48:59 PST 2024","Sat Jan 06 12:48:59 PST 2024","Thu Jan 04 09:51:50 PST 2024","","","792","100% (8/8)","0% (0/0)","0% (0/0)","English","Write a function to count the number of sublists containing a particular element.","Japanese","特定の要素を含むサブリストの数をカウントする関数を作成します。","true","false","false"
"3ECKRY5B27NLMX2U2FETH37DLA9ZIB","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:35:41 PST 2024","2","BatchId:5172605;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:35:41 PST 2024","","","32Q90QCQ1ACH3HYFWYQUYTGY58CEKJ","A5SD9TCG02ZOS","Approved","Wed Jan 03 12:49:50 PST 2024","Wed Jan 03 12:53:28 PST 2024","Sat Jan 06 12:53:28 PST 2024","Thu Jan 04 09:51:50 PST 2024","","","218","100% (12/12)","0% (0/0)","0% (0/0)","English","Write a function to count the number of sublists containing a particular element.","Japanese","特定の要素を含むサブリストの数をカウントする関数を作成します。","false","false","true"
"3DIIW4IV96M5J0E5HMO3N7U4KF74I5","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:35:49 PST 2024","2","BatchId:5172605;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:35:49 PST 2024","","","36U2A8VAGJQF9MF6WZ2O5W8ENKHYKI","A2F5Y8GI4UJOSA","Approved","Wed Jan 03 12:36:39 PST 2024","Wed Jan 03 12:41:01 PST 2024","Sat Jan 06 12:41:01 PST 2024","Thu Jan 04 09:51:50 PST 2024","","","262","100% (17/17)","0% (0/0)","0% (0/0)","English","Write a python function to check if a given number is one less than twice its reverse.","Japanese","指定された数値がその逆の 2 倍より 1 小さいかどうかを確認する Python 関数を作成します。","false","false","true"
"3DIIW4IV96M5J0E5HMO3N7U4KF74I5","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:35:49 PST 2024","2","BatchId:5172605;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:35:49 PST 2024","","","3AZHRG4CUMBCGTBE3LZGWIXS0LH039","A1YXSORAWY4508","Approved","Wed Jan 03 12:36:40 PST 2024","Wed Jan 03 12:51:37 PST 2024","Sat Jan 06 12:51:37 PST 2024","Thu Jan 04 09:51:50 PST 2024","","","897","100% (12/12)","0% (0/0)","0% (0/0)","English","Write a python function to check if a given number is one less than twice its reverse.","Japanese","指定された数値がその逆の 2 倍より 1 小さいかどうかを確認する Python 関数を作成します。","true","false","false"
"3R0WOCG2230NSNSY4EEA9ECLRNMUDF","3QY2P19FFZP8LVLPS68HA6FAEYYXNO","Rate the quality of a translation","Rate the quality of a translation","translation, quality, rating","$0.03","Wed Jan 03 12:35:41 PST 2024","2","BatchId:5172605;OriginalHitTemplateId:928390917;","3600","259200","Wed Jan 10 12:35:41 PST 2024","","","3Q8GYXHFE7TZO0TYTKGT6GXDN64C53","A1LSDUQDCOWQ9T","Approved","Wed Jan 03 12:35:45 PST 2024","Wed Jan 03 12:36:35 PST 2024","Sat Jan 06 12:36:35 PST 2024","Thu Jan 04 09:52:16 PST 2024","","","50","100% (20/20)","0% (0/0)","0% (0/0)","English","Write a function to filter odd numbers.","Japanese","奇数をフィルタリングする関数を作成します。","true","false","false"
