source_file,task_id,prompt,code,test_imports,test_list,gpt_result
Mike's Copy of Benchmark Questions Verification V2.ipynb,58,यह जांचने के लिए एक पायथन फ़ंक्शन लिखें कि दिए गए दो पूर्णांकों में विपरीत चिह्न हैं या नहीं।,"def opposite_Signs(x,y): 
    return ((x ^ y) < 0); ",[],"['assert opposite_Signs(1,-2) == True', 'assert opposite_Signs(3,2) == False', 'assert opposite_Signs(-10,-10) == False', 'assert opposite_Signs(-2,2) == True']","आप निम्नलिखित पायथन फ़ंक्शन का उपयोग कर सकते हैं:

```python
def opposite_signs(a, b):
    return (a < 0 and b > 0) or (a > 0 and b < 0)
```

यह फ़ंक्शन दो पूर्णांकों को इनपुट के रूप में लेता है और यदि वे विपरीत चिह्न हैं, तो यह सत्य लौटाता है, अन्यथा झूठ. यह इसे जांचने के लिए कि क्या एक संख्या शून्य से बड़ी है और दूसरी शून्य से छोटी है, या उल्टा, इसका उपयोग करता है."
Mike's Copy of Benchmark Questions Verification V2.ipynb,59,nवीं अष्टकोणीय संख्या ज्ञात करने के लिए एक फ़ंक्शन लिखें।,"def is_octagonal(n): 
	return 3 * n * n - 2 * n ",[],"['assert is_octagonal(5) == 65', 'assert is_octagonal(10) == 280', 'assert is_octagonal(15) == 645']","आप निम्नलिखित तरीके से एक फ़ंक्शन लिख सकते हैं जो एक दशमलव संख्या को अष्टकोणीय (ऑक्टल) में परिवर्तित करता है:

```python
def decimal_to_octal(n):
    return oct(n)[2:]
```

इस फ़ंक्शन का उपयोग करने के लिए, आप बस इसे निम्नलिखित तरीके से कॉल करें:

```python
print(decimal_to_octal(10))  # Output: 12
```

यह फ़ंक्शन `oct` बिल्ट-इन फ़ंक्शन का उपयोग करता है जो दशमलव संख्या को अष्टकोणीय में परिवर्तित करता है, और फिर `[2:]` का उपयोग करके पहले दो वर्णों ('0o') को हटा देता है जो अष्टकोणीय संख्या की पहचान के लिए होते हैं।"
Mike's Copy of Benchmark Questions Verification V2.ipynb,61,उनकी लंबाई के बराबर अंकों के योग के साथ सबस्ट्रिंग की संख्या गिनने के लिए एक पायथन फ़ंक्शन लिखें।,"from collections import defaultdict
def count_Substrings(s):
    n = len(s)
    count,sum = 0,0
    mp = defaultdict(lambda : 0)
    mp[0] += 1
    for i in range(n):
        sum += ord(s[i]) - ord('0')
        count += mp[sum - (i + 1)]
        mp[sum - (i + 1)] += 1
    return count",[],"[""assert count_Substrings('112112') == 6"", ""assert count_Substrings('111') == 6"", ""assert count_Substrings('1101112') == 12""]","यहां एक पायथन फ़ंक्शन है जो एक स्ट्रिंग को इनपुट के रूप में लेता है और उसकी लंबाई के बराबर अंकों के योग के साथ सबस्ट्रिंग की संख्या गिनती है।

```python
def count_substrings(s):
    count = 0
    for i in range(len(s)):
        for j in range(i + 1, len(s) + 1):
            if sum(int(digit) for digit in s[i:j]) == len(s):
                count += 1
    return count
```

इस फ़ंक्शन का उपयोग निम्नलिखित प्रकार से किया जा सकता है:

```python
print(count_substrings('1234'))  # Output: 1
```

इस उदाहरण में, '1234' स्ट्रिंग की लंबाई 4 है और एकमात्र सबस्ट्रिंग '1234' है जिसके अंकों का योग 10 है, जो स्ट्रिंग की लंबाई से अधिक है, इसलिए उत्तर 1 है।"
Mike's Copy of Benchmark Questions Verification V2.ipynb,62,किसी सूची में सबसे छोटी संख्या खोजने के लिए एक पायथन फ़ंक्शन लिखें।,"def smallest_num(xs):
  return min(xs)
",[],"['assert smallest_num([10, 20, 1, 45, 99]) == 1', 'assert smallest_num([1, 2, 3]) == 1', 'assert smallest_num([45, 46, 50, 60]) == 45']","आप निम्नलिखित तरीके से एक पायथन फ़ंक्शन लिख सकते हैं जो किसी सूची में सबसे छोटी संख्या खोजता है:

```python
def find_smallest_number(lst):
    return min(lst)
```

इस फ़ंक्शन का उपयोग करने के लिए, आपको बस एक सूची पास करनी होगी। उदाहरण के लिए:

```python
numbers = [4, 2, 9, 3, 5, 1, 8, 7, 6]
print(find_smallest_number(numbers))
```

यह 1 प्रिंट करेगा, जो कि सूची में सबसे छोटी संख्या है।"
Mike's Copy of Benchmark Questions Verification V2.ipynb,63,दी गई टपल सूची में उपलब्ध जोड़ियों के बीच अधिकतम अंतर ज्ञात करने के लिए एक फ़ंक्शन लिखें।,"def max_difference(test_list):
  temp = [abs(b - a) for a, b in test_list]
  res = max(temp)
  return (res) ",[],"['assert max_difference([(3, 5), (1, 7), (10, 3), (1, 2)]) == 7', 'assert max_difference([(4, 6), (2, 17), (9, 13), (11, 12)]) == 15', 'assert max_difference([(12, 35), (21, 27), (13, 23), (41, 22)]) == 23']","यहां एक संभावित समाधान है:

```python
def max_difference(tuples_list):
    return max(b - a for a, b in tuples_list)
```

इस फ़ंक्शन का उपयोग करने के लिए, आप इसे निम्नलिखित तरीके से कॉल कर सकते हैं:

```python
print(max_difference([(1, 2), (3, 5), (7, 9)]))  # Output: 2
```

यह फ़ंक्शन एक टपल की सूची लेता है और प्रत्येक टपल में दूसरे और पहले तत्व के बीच का अंतर निकालता है। फिर यह इन अंतरों में से सबसे बड़े को लौटाता है।"
Mike's Copy of Benchmark Questions Verification V2.ipynb,64,प्रत्येक टुपल के दूसरे मान का उपयोग करके टुपल्स की सूची को क्रमबद्ध करने के लिए एक फ़ंक्शन लिखें।,"def subject_marks(subjectmarks):
#subject_marks = [('English', 88), ('Science', 90), ('Maths', 97), ('Social sciences', 82)])
 subjectmarks.sort(key = lambda x: x[1])
 return subjectmarks",[],"[""assert subject_marks([('English', 88), ('Science', 90), ('Maths', 97), ('Social sciences', 82)])==[('Social sciences', 82), ('English', 88), ('Science', 90), ('Maths', 97)]"", ""assert subject_marks([('Telugu',49),('Hindhi',54),('Social',33)])==([('Social',33),('Telugu',49),('Hindhi',54)])"", ""assert subject_marks([('Physics',96),('Chemistry',97),('Biology',45)])==([('Biology',45),('Physics',96),('Chemistry',97)])""]","आप निम्नलिखित फ़ंक्शन का उपयोग कर सकते हैं:

```python
def sort_tuples(tuples):
    return sorted(tuples, key=lambda x: x[1])
```

इस फ़ंक्शन में, `sorted` फ़ंक्शन का उपयोग किया गया है जो एक इतरेबल को क्रमबद्ध करता है। `key` पैरामीटर एक फ़ंक्शन होता है जिसका उपयोग क्रमबद्ध करने के लिए किया जाता है। यहां, हम एक लैम्बडा फ़ंक्शन का उपयोग कर रहे हैं जो दूसरे मान को लौटाता है, जिसका अर्थ है कि टुपल्स को उनके दूसरे मान के आधार पर क्रमबद्ध किया जाएगा।"
Mike's Copy of Benchmark Questions Verification V2.ipynb,65,किसी सूची को समतल करने और उसके सभी तत्वों का योग करने के लिए एक फ़ंक्शन लिखें।,"def recursive_list_sum(data_list):
	total = 0
	for element in data_list:
		if type(element) == type([]):
			total = total + recursive_list_sum(element)
		else:
			total = total + element
	return total",[],"['assert recursive_list_sum(([1, 2, [3,4],[5,6]]))==21', 'assert recursive_list_sum(([7, 10, [15,14],[19,41]]))==106', 'assert recursive_list_sum(([10, 20, [30,40],[50,60]]))==210']","आप निम्नलिखित तरीके से इसे कर सकते हैं:

```python
def flatten_and_sum(lst):
    # एक समतल सूची बनाने के लिए एक रिकर्सिव फ़ंक्शन
    def flatten(lst):
        for i in lst:
            if isinstance(i, list):
                yield from flatten(i)
            else:
                yield i

    # समतल सूची के सभी तत्वों का योग करें
    return sum(flatten(lst))
```

इस फ़ंक्शन का उपयोग करके, आप एक नेस्टेड सूची को समतल कर सकते हैं और सभी तत्वों का योग कर सकते हैं:

```python
lst = [[1, 2, [3, 4]], [5, 6], 7]
print(flatten_and_sum(lst))  # आउटपुट: 28
```"
Mike's Copy of Benchmark Questions Verification V2.ipynb,66,किसी सूची में धनात्मक संख्याओं की संख्या गिनने के लिए एक पायथन फ़ंक्शन लिखें।,"def pos_count(list):
  pos_count= 0
  for num in list: 
    if num >= 0: 
      pos_count += 1
  return pos_count ",[],"['assert pos_count([1,-2,3,-4]) == 2', 'assert pos_count([3,4,5,-1]) == 3', 'assert pos_count([1,2,3,4]) == 4']","आप निम्नलिखित पायथन फ़ंक्शन का उपयोग कर सकते हैं:

```python
def count_positive_numbers(lst):
    return len([num for num in lst if num > 0])
```

इस फ़ंक्शन का उपयोग करने के लिए, आपको बस एक सूची पास करनी होगी जैसे कि:

```python
print(count_positive_numbers([1, -2, 3, -4, 5]))
```

यह उदाहरण 3 प्रिंट करेगा, क्योंकि सूची में तीन धनात्मक संख्याएं हैं: 1, 3, और 5."
Mike's Copy of Benchmark Questions Verification V2.ipynb,67,बेल नंबरों के एक सेट को विभाजित करने के तरीकों की संख्या जानने के लिए एक फ़ंक्शन लिखें।,"def bell_number(n):   
    bell = [[0 for i in range(n+1)] for j in range(n+1)] 
    bell[0][0] = 1
    for i in range(1, n+1): 
        bell[i][0] = bell[i-1][i-1]  
        for j in range(1, i+1): 
            bell[i][j] = bell[i-1][j-1] + bell[i][j-1]   
    return bell[n][0] ",[],"['assert bell_number(2)==2', 'assert bell_number(10)==115975', 'assert bell_number(56)==6775685320645824322581483068371419745979053216268760300']","बेल नंबर एक गणितीय संख्या होती है जिसे एक सेट के विभाजन की संख्या के लिए उपयोग किया जाता है। यहां एक फ़ंक्शन है जो बेल नंबर की गणना करता है:

```python
def bell_number(n):
    bell = [[0 for i in range(n+1)] for j in range(n+1)]
    bell[0][0] = 1
    for i in range(1, n+1):
        bell[i][0] = bell[i-1][i-1]
        for j in range(1, i+1):
            bell[i][j] = bell[i-1][j-1] + bell[i][j-1]
    return bell[n][0]

# उदाहरण के लिए:
print(bell_number(5))  # आउटपुट: 52
```

इस फ़ंक्शन में, `bell[i][j]` बेल नंबर की गणना करता है, जहां `i` सेट के विभाजन की संख्या है और `j` सेट के तत्वों की संख्या है। फ़ंक्शन बेल नंबर की गणना करता है और इसे वापस लौटाता है।"
Mike's Copy of Benchmark Questions Verification V2.ipynb,68,यह जांचने के लिए एक पायथन फ़ंक्शन लिखें कि दिया गया ऐरे मोनोटोनिक है या नहीं।,"def is_Monotonic(A): 
    return (all(A[i] <= A[i + 1] for i in range(len(A) - 1)) or
            all(A[i] >= A[i + 1] for i in range(len(A) - 1))) ",[],"['assert is_Monotonic([6, 5, 4, 4]) == True', 'assert is_Monotonic([1, 2, 2, 3]) == True', 'assert is_Monotonic([1, 3, 2]) == False']","मोनोटोनिक ऐरे वह होता है जो या तो पूरी तरह से बढ़ता हो या पूरी तरह से घटता हो। यहां एक पायथन फ़ंक्शन है जो जांचता है कि क्या दिया गया ऐरे मोनोटोनिक है या नहीं:

```python
def isMonotonic(array):
    if len(array) < 2:
        return True

    direction = array[1] - array[0]
    for i in range(2, len(array)):
        if direction == 0:
            direction = array[i] - array[i - 1]
            continue
        if breaksDirection(direction, array[i - 1], array[i]):
            return False

    return True

def breaksDirection(direction, previousInt, currentInt):
    difference = currentInt - previousInt
    if direction > 0:
        return difference < 0
    return difference > 0
```

इस फ़ंक्शन का उपयोग निम्नलिखित तरीके से किया जा सकता है:

```python
print(isMonotonic([1, 2, 3, 4]))  # यह True प्रिंट करेगा
print(isMonotonic([4, 3, 2, 1]))  # यह भी True प्रिंट करेगा
print(isMonotonic([1, 2, 3, 2]))  # यह False प्रिंट करेगा
```"
Mike's Copy of Benchmark Questions Verification V2.ipynb,69,यह जांचने के लिए एक फ़ंक्शन लिखें कि किसी सूची में दी गई उपसूची शामिल है या नहीं।,"def is_sublist(l, s):
	sub_set = False
	if s == []:
		sub_set = True
	elif s == l:
		sub_set = True
	elif len(s) > len(l):
		sub_set = False
	else:
		for i in range(len(l)):
			if l[i] == s[0]:
				n = 1
				while (n < len(s)) and (l[i+n] == s[n]):
					n += 1				
				if n == len(s):
					sub_set = True
	return sub_set",[],"['assert is_sublist([2,4,3,5,7],[3,7])==False', 'assert is_sublist([2,4,3,5,7],[4,3])==True', 'assert is_sublist([2,4,3,5,7],[1,6])==False']","आप निम्नलिखित फ़ंक्शन का उपयोग कर सकते हैं:

```python
def is_sublist(list1, sublist):
    length = len(sublist)
    for i in range(len(list1)):
        if list1[i:i+length] == sublist:
            return True
    return False
```

इस फ़ंक्शन का उपयोग करने के लिए, आप बड़ी सूची और उपसूची दोनों को इसके पैरामीटर के रूप में पास करें। यदि उपसूची बड़ी सूची में मौजूद है, तो यह True लौटाएगा, अन्यथा False।"
Mike's Copy of Benchmark Questions Verification V2.ipynb,70,यह पता लगाने के लिए एक फ़ंक्शन लिखें कि दिए गए सभी टुपल्स की लंबाई समान है या नहीं।,"def find_equal_tuple(Input):
  k = 0 if not Input else len(Input[0])
  flag = 1
  for tuple in Input:
    if len(tuple) != k:
      flag = 0
      break
  return flag
def get_equal(Input):
  return find_equal_tuple(Input) == 1",[],"['assert get_equal([(11, 22, 33), (44, 55, 66)]) == True', 'assert get_equal([(1, 2, 3), (4, 5, 6, 7)]) == False', 'assert get_equal([(1, 2), (3, 4)]) == True']","आप निम्नलिखित फ़ंक्शन का उपयोग कर सकते हैं:

```python
def check_equal_length(tuples):
    if len(set(len(t) for t in tuples)) <= 1:
        return True
    else:
        return False
```

यह फ़ंक्शन एक टुपल की सूची को इनपुट के रूप में लेता है और सभी टुपल्स की लंबाई की जांच करता है। यदि सभी टुपल्स की लंबाई समान है, तो यह True लौटाता है, अन्यथा False लौटाता है।"
Mike's Copy of Benchmark Questions Verification V2.ipynb,71,तत्वों की सूची को क्रमबद्ध करने के लिए एक फ़ंक्शन लिखें।,"def comb_sort(nums):
    shrink_fact = 1.3
    gaps = len(nums)
    swapped = True
    i = 0
    while gaps > 1 or swapped:
        gaps = int(float(gaps) / shrink_fact)
        swapped = False
        i = 0
        while gaps + i < len(nums):
            if nums[i] > nums[i+gaps]:
                nums[i], nums[i+gaps] = nums[i+gaps], nums[i]
                swapped = True
            i += 1
    return nums",[],"['assert comb_sort([5, 15, 37, 25, 79]) == [5, 15, 25, 37, 79]', 'assert comb_sort([41, 32, 15, 19, 22]) == [15, 19, 22, 32, 41]', 'assert comb_sort([99, 15, 13, 47]) == [13, 15, 47, 99]']","आप निम्नलिखित तरीके से एक फ़ंक्शन लिख सकते हैं जो एक सूची के तत्वों को क्रमबद्ध करता है:

```python
def sort_elements(list):
    return sorted(list)
```

इस फ़ंक्शन का उपयोग करने के लिए, आप निम्नलिखित तरीके से कॉल कर सकते हैं:

```python
print(sort_elements([5, 2, 3, 1, 4]))
```

यह `[1, 2, 3, 4, 5]` प्रिंट करेगा, जो सूची के तत्वों को आरोही क्रम में है।"
Mike's Copy of Benchmark Questions Verification V2.ipynb,72,यह जांचने के लिए एक पायथन फ़ंक्शन लिखें कि दी गई संख्या को दो वर्गों के अंतर के रूप में दर्शाया जा सकता है या नहीं।,"def dif_Square(n): 
    if (n % 4 != 2): 
        return True
    return False",[],"['assert dif_Square(5) == True', 'assert dif_Square(10) == False', 'assert dif_Square(15) == True']","यहां एक संभावित समाधान है:

```python
def is_difference_of_squares(n):
    i = 0
    while i * i <= n:
        j = int((n - i * i) ** 0.5)
        if i * i + j * j == n:
            return True
        i += 1
    return False
```

यह फ़ंक्शन `is_difference_of_squares(n)` एक पूर्णांक `n` लेता है और यह जांचता है कि क्या इसे दो वर्गों के अंतर के रूप में दर्शाया जा सकता है। यदि हां, तो यह `True` लौटाता है, अन्यथा `False`।

यह फ़ंक्शन एक लूप का उपयोग करता है जो `i` के वर्ग को `n` से घटाता है, और फिर यह जांचता है कि क्या बची हुई संख्या एक पूर्ण वर्ग है। यदि हां, तो `n` दो वर्गों के अंतर के रूप में दर्शाया जा सकता है, और फ़ंक्शन `True` लौटाता है। यदि लूप का अंत हो जाता है और कोई भी पूर्ण वर्ग मिलने के बाद भी `n` दो वर्गों के अंतर के रूप में नहीं दर्शाया जा सकता, तो फ़ंक्शन `False` लौटाता है।"
